BusinessDivision,CountryGroup,PlanningEntity,StrategicCrop,Crop,ProductLine,Commonname,LocalProductName,Market_Volume_2022,Market_Volume_2023,Market_Value_USD_2022,Market_Value_USD_2023
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Others,trinexapac-ethyl,TRONNUS PAC,24.6,24.6,349.09,352.16
CP Core,Andean,Colombia,Specialty,Specialty Others Remaining (L3),Fungicides,cymoxanil+propineb,FITORAZ 76 WP -  [KG],47.1,47.1,402.32,405.85
CP Core,Andean,Colombia,Vegetables,Brassicas Oleracea (L3),Fungicides,cymoxanil+propineb,FITORAZ 76 WP -  [KG],33.23,33.23,283.87,286.36
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,cymoxanil+propineb,FITORAZ 76 WP -  [KG],41.82,41.82,357.26,360.4
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Fungicides,cymoxanil+propineb,FITORAZ 76 WP -  [KG],31.65,31.65,270.36,272.73
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Fungicides,cymoxanil+propineb,FITORAZ 76 WP -  [KG],115.13,115.13,983.45,992.09
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,cymoxanil+propineb,FITORAZ 76 WP -  [KG],35.04,35.04,299.33,301.96
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Fungicides,flutriafol,flutriafol (FG) -  [L],8.86,8.86,163.19,164.62
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,chlorothalonil+MEFENOXAM,FOLIO GOLD 440 SC (A13842E) SC [L],0.9,0.9,7.2,7.26
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,chlorothalonil+MEFENOXAM,FOLIO GOLD 440 SC (A13842E) SC [L],16.45,16.45,131.77,132.93
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Fungicides,chlorothalonil+MEFENOXAM,FOLIO GOLD 440 SC (A13842E) SC [L],1.36,1.36,10.9,11
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,penthiopyrad,FONTELIS -  [L],0.38,0.38,11.19,11.29
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Fungicides,dimethomorph,FORUM 50 WP -  [KG],64.48,64.48,799.63,806.65
CP Core,Andean,Colombia,Vegetables,Cucurbits Others (L3),Fungicides,dimethomorph,FORUM 50 WP -  [KG],1.61,1.61,19.99,20.17
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,dimethomorph,FORUM 50 WP -  [KG],19.34,19.34,239.89,241.99
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Fungicides,dimethomorph,FORUM 50 WP -  [KG],11.82,11.82,146.6,147.89
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Fungicides,dimethomorph,FORUM 50 WP -  [KG],34.39,34.39,426.47,430.21
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,dimethomorph,FORUM 50 WP -  [KG],5.37,5.37,66.64,67.22
CP Core,Andean,Colombia,Specialty,Oil Palm (L3),Fungicides,isoprothiolane,FUDIOLAN -  [L],2.08,2.08,12.77,12.88
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,chlorothalonil,FUNGITOX 720 SC -  [L],128.96,128.96,486.28,490.55
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,chlorothalonil,FUNGITOX 720 SC -  [L],72.01,72.01,271.51,273.89
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Fungicides,chlorothalonil,FUNGITOX 720 SC -  [L],70.93,70.93,267.45,269.8
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Fungicides,chlorothalonil,FUNGITOX 720 SC -  [L],150.46,150.46,567.33,572.31
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Fungicides,flutriafol+tebuconazole,FURTIVO -  [L],18.83,18.83,349.71,352.78
CP Core,Andean,Colombia,Specialty,Citrus (L2),Herbicides,glyphosate,GLIFOSATO 480 SL -  [L],148.94,132.91,698.23,628.57
CP Core,Andean,Colombia,Soybeans,Soybeans (L2),Herbicides,glyphosate,GLIFOSOL SL -  [L],37.53,37.53,175.96,177.5
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Herbicides,glyphosate,GLIFOSOL SL -  [L],76.03,76.03,356.44,359.57
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,glyphosate,GLIFOSOL SL -  [L],132.93,132.93,623.18,628.65
CP Core,Andean,Colombia,Rice,Rice (L2),Fungicides,azoxystrobin+mancozeb,GLORY -  [L],32.24,32.24,272.15,274.54
CP Core,Andean,Colombia,Specialty,Cotton (L2),Herbicides,glufosinate,Glufosinato de Amonio -  [L],50.38,50.38,338.86,341.83
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Herbicides,glyphosate,GLYFOCAFE -  [L],3.1,3.1,14.54,14.67
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Herbicides,oxyfluorfen,GOAL 2 240 EC -  [L],15.53,15.53,187.75,189.4
CP Core,Andean,Colombia,Corn,Corn (L2),Herbicides,paraquat,GRAMAFIN -  [L],87.4,87.4,347.29,350.34
CP Core,Andean,Colombia,Rice,Rice (L2),Herbicides,paraquat,GRAMAFIN -  [L],65.23,65.23,259.18,261.46
CP Core,Andean,Colombia,Specialty,Citrus (L2),Herbicides,paraquat,GRAMAFIN -  [L],235.95,235.95,937.52,945.75
CP Core,Andean,Colombia,Specialty,Cotton (L2),Herbicides,paraquat,GRAMAFIN -  [L],250.91,250.91,996.96,1
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Herbicides,paraquat,GRAMAFIN -  [L],11.3,11.3,44.88,45.27
CP Core,Andean,Colombia,Specialty,Plantain (L3),Herbicides,paraquat,GRAMAFIN -  [L],250.91,250.91,996.96,1
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Herbicides,paraquat,GRAMAFIN -  [L],41.82,41.82,166.16,167.62
CP Core,Andean,Colombia,Specialty,Avocados (L3),Herbicides,paraquat,GRAMAFIN -  [L],1.67,1.67,6.65,6.7
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Herbicides,paraquat,GRAMAFIN -  [L],30.32,30.32,120.49,121.55
CP Core,Andean,Colombia,Vegetables,Cucurbits Others (L3),Herbicides,paraquat,GRAMAFIN -  [L],2.51,2.51,9.97,10.06
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Herbicides,paraquat,GRAMAFIN -  [L],46,46,182.78,184.38
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Herbicides,paraquat,GRAMAFIN -  [L],5.02,5.02,19.94,20.11
CP Core,Andean,Colombia,Vegetables,Peppers (L3),Herbicides,paraquat,GRAMAFIN -  [L],3.35,3.35,13.29,13.41
CP Core,Andean,Colombia,Specialty,Bananas (L3),Fungicides,difenoconazole,HELCORE 25 EC (DIFENOCONAZOL) -  [L],7.52,7.52,79.52,80.22
CP Core,Andean,Colombia,Specialty,Bananas (L3),Fungicides,azoxystrobin,HELMSTAR -  [L],0.66,0.66,1.55,1.56
CP Core,Andean,Colombia,Specialty,Citrus (L2),Herbicides,glyphosate,HELOSATE 480 SL (GLIFOSATO) -  [L],23.82,23.82,111.65,112.63
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Herbicides,glyphosate,HELOSATE 480 SL (GLIFOSATO) -  [L],44.31,44.31,207.73,209.55
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,hexazinone,HEXAZINONA -  [L],5.54,5.54,85.29,86.04
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,hexazinone,HEXAZINONA -  [L],22.15,22.15,86.7,87.47
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,imazapic,imazapic (HB) -  [L],4.98,4.98,191.9,193.58
CP Core,Andean,Colombia,Corn,Corn (L2),Insecticides,imidacloprid,imidacloprid -  [L],19.34,19.34,429.71,433.49
CP Core,Andean,Colombia,Soybeans,Soybeans (L2),Insecticides,imidacloprid,imidacloprid -  [L],7.52,7.52,167.11,168.58
CP Core,Andean,Colombia,Specialty,Cotton (L2),Insecticides,imidacloprid,imidacloprid -  [L],40.87,40.87,907.95,915.92
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Insecticides,imidacloprid,imidacloprid -  [L],1.36,1.36,30.22,30.48
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Insecticides,imidacloprid,imidacloprid -  [L],12.9,12.9,286.48,288.99
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Insecticides,imidacloprid,imidacloprid -  [L],42.99,42.99,954.92,963.3
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,flutriafol,IMPACT 125 SC [FLUTRIAFOL] -  [L],31.61,31.61,450.23,454.18
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,fluopicolide+propamocarb,INFINITO SC -  [L],3.96,3.96,66.35,66.93
CP Core,Andean,Colombia,Corn,Corn (L2),Insecticides,cypermethrin,INVETRINA -  [L],69.86,69.86,214.42,216.3
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,cypermethrin,INVETRINA -  [L],21.49,21.49,65.98,66.56
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Insecticides,cypermethrin,INVETRINA -  [L],21.49,21.49,65.98,66.56
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Insecticides,cypermethrin,INVETRINA -  [L],3.22,3.22,9.9,9.98
CP Core,Andean,Colombia,Rice,Rice (L2),Fungicides,mancozeb,INVEZEB -  [L],87.05,87.05,281.06,283.53
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,mancozeb,INVEZEB -  [L],93.09,93.09,300.57,303.21
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,mancozeb,INVEZEB -  [L],21.72,21.72,70.13,70.75
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,mancozeb,INVEZEB -  [L],9.31,9.31,30.06,30.32
CP Core,Andean,Colombia,Corn,Corn (L2),Fungicides,epoxiconazole+kresoxim-methyl,JUWEL 250 SC -  [L],28.73,28.73,532.18,536.85
CP Core,Andean,Colombia,Rice,Rice (L2),Fungicides,epoxiconazole+kresoxim-methyl,JUWEL 250 SC -  [L],45.14,45.14,836.02,843.36
CP Core,Andean,Colombia,Rice,Rice (L2),Fungicides,epoxiconazole+kresoxim-methyl,JUWEL 250 SC -  [L],49.44,49.44,915.64,923.68
CP Core,Andean,Colombia,Rice,Rice (L2),Fungicides,kasugamycin,KASUMIN -  [L],376.15,376.15,961.76,970.21
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,kasugamycin,KASUMIN -  [L],107.47,107.47,274.79,277.2
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,kasugamycin,KASUMIN -  [L],53.74,53.74,137.39,138.6
CP Core,Andean,Colombia,Vegetables,Cucurbits Others (L3),Fungicides,copper hydroxide,KOCIDE 101 -  [L],2.23,2.23,16.75,16.89
CP Core,Andean,Colombia,Corn,Corn (L2),Insecticides,diflubenzuron,KOMPRESSOR 50 SC (CIHALOTRIN + DIFLUBENZURON) -  [L],6.65,6.65,200.55,202.31
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,sulfur,KUMULUS DF -  [L],12.77,12.77,30.04,30.3
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Fungicides,difenoconazole,KURDO -  [L],15.05,15.05,159.04,160.43
CP Core,Andean,Colombia,Vegetables,Brassicas Oleracea (L3),Fungicides,difenoconazole,KURDO -  [L],2.69,2.69,28.4,28.65
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Fungicides,difenoconazole,KURDO -  [L],5.37,5.37,56.8,57.3
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Fungicides,difenoconazole,KURDO -  [L],7.52,7.52,79.52,80.22
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,difenoconazole,KURDO -  [L],8.6,8.6,90.88,91.68
CP Core,Andean,Colombia,Rice,Rice (L2),Insecticides,methomyl,LANNATE 240 SL -  [L],85.98,85.98,593.78,599
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,methomyl,LANNATE 240 SL -  [L],107.47,107.47,742.23,748.74
CP Core,Andean,Colombia,Specialty,Specialty Others Remaining (L3),Insecticides,methomyl,LANNATE 240 SL -  [L],42.99,42.99,296.89,299.5
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Insecticides,methomyl,LANNATE 240 SL -  [L],10.75,10.75,74.22,74.87
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,thiodicarb,LARVIN 375 SC -  [L],15.37,15.37,332.91,335.84
CP Core,Andean,Colombia,Specialty,Cotton (L2),Insecticides,chlorpyrifos+cypermethrin,LATIGO 550 EC -  [L],5.84,5.84,65.29,65.86
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,chlorpyrifos+cypermethrin,LATIGO 550 EC -  [L],15.13,15.13,169.15,170.63
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Insecticides,chlorpyrifos+cypermethrin,LATIGO 550 EC -  [L],17.82,17.82,199.22,200.97
CP Core,Andean,Colombia,Vegetables,Peppers (L3),Insecticides,chlorpyrifos+cypermethrin,LATIGO 550 EC -  [L],2.93,2.93,32.79,33.08
CP Core,Andean,Colombia,Rice,Rice (L2),Herbicides,bispyribac,LEGEND 40 SC (BISPIRIBAC SODIO) -  [L],10.7,10.7,303.8,306.47
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,mesotrione,LEKTOR -  [L],9.97,9.97,223.63,225.6
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,atrazine,LIMPIA MAIZ -  [L],33.23,33.23,144.17,145.44
CP Core,Andean,Colombia,Corn,Corn (L2),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],102.1,102.1,588.64,593.81
CP Core,Andean,Colombia,Specialty,Grapes (L2),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],3.22,3.22,18.59,18.75
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],46.21,46.21,266.44,268.78
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],60.18,60.18,346.99,350.04
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],75.23,75.23,433.74,437.54
CP Core,Andean,Colombia,Specialty,Specialty Others Remaining (L3),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],37.61,37.61,216.87,218.77
CP Core,Andean,Colombia,Vegetables,Cucurbits Others (L3),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],10.75,10.75,61.96,62.51
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],31.17,31.17,179.69,181.27
CP Core,Andean,Colombia,Vegetables,Peppers (L3),Insecticides,chlorpyrifos,LORSBAN 4 E 480 EC -  [L],5.37,5.37,30.98,31.25
CP Core,Andean,Colombia,Rice,Rice (L2),Herbicides,butachlor,MACHETE 60 EC -  [L],64.48,64.48,128.48,129.61
CP Core,Andean,Colombia,Specialty,Plantain (L3),Insecticides,acephate,MAGESTIC 75% SP -  [KG] -  [L],7.52,7.52,125.92,127.02
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,acephate,MAGESTIC 75% SP -  [KG] -  [L],29.02,29.02,485.68,489.95
CP Core,Andean,Colombia,Specialty,Plantain (L3),Insecticides,malathion,MALATHION 57 604 CE -  [L],47.95,47.95,231.51,233.54
CP Core,Andean,Colombia,Specialty,Avocados (L3),Insecticides,malathion,MALATHION 57 604 CE -  [L],59.15,59.15,285.57,288.08
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Insecticides,malathion,MALATHION 57 604 CE -  [L],19.9,19.9,96.08,96.92
CP Core,Andean,Colombia,Specialty,Oil Palm (L3),Fungicides,mancozeb,MANZATE -  [KG],7.64,7.64,24.68,24.89
CP Core,Andean,Colombia,Specialty,Avocados (L3),Fungicides,sulfur,MASTERCOP SC -  [L],15.51,15.51,138.05,139.26
CP Core,Andean,Colombia,Specialty,Oil Palm (L3),Herbicides,metazachlor+quinmerac,metazachlor+quinmerac (HB) -  [L],92.96,92.96,417.79,421.45
CP Core,Andean,Colombia,Specialty,Avocados (L3),Insecticides,milbemectin,MILBEKNOCK 1EC -  [L],10.41,10.41,333.96,336.9
CP Core,Andean,Colombia,Soybeans,Soybeans (L2),Insecticides,lambda-cyhalothrin+thiamethoxam,MITERRA -  [L],3.22,3.22,41.23,41.6
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Insecticides,lambda-cyhalothrin+thiamethoxam,MITERRA -  [L],21.49,21.49,274.9,277.31
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,monocrotophos,MONOCROTOPHOS 600 SL -  [L],65.34,65.34,458.74,462.77
CP Core,Andean,Colombia,Corn,Corn (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],7.09,7.09,115.84,116.85
CP Core,Andean,Colombia,Rice,Rice (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],37.61,37.61,614.46,619.85
CP Core,Andean,Colombia,Soybeans,Soybeans (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],8.16,8.16,133.25,134.42
CP Core,Andean,Colombia,Specialty,Citrus (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],3.67,3.67,60.01,60.54
CP Core,Andean,Colombia,Specialty,Cotton (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],4.83,4.83,78.87,79.56
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],0.81,0.81,13.22,13.33
CP Core,Andean,Colombia,Specialty,Avocados (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],31.51,31.51,514.72,519.24
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],28.06,28.06,458.38,462.4
CP Core,Andean,Colombia,Specialty,Specialty Others Remaining (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],10.2,10.2,166.56,168.02
CP Core,Andean,Colombia,Vegetables,Brassicas Oleracea (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],1.26,1.26,20.52,20.7
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],1.26,1.26,20.52,20.7
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],3.59,3.59,58.63,59.14
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],13.73,13.73,224.26,226.23
CP Core,Andean,Colombia,Vegetables,Peppers (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],0.84,0.84,13.68,13.8
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],2.3,2.3,37.61,37.94
CP Core,Andean,Colombia,Rice,Rice (L2),Insecticides,emamectin+imidacloprid,NEFASTO -  [L],17.2,17.2,896.48,904.35
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Insecticides,emamectin+imidacloprid,NEFASTO -  [L],1.66,1.66,86.63,87.39
CP Core,Andean,Colombia,Specialty,Oil Palm (L3),Insecticides,bifenthrin+imidacloprid,NILO 300 SC -  [L],21.49,21.49,549.8,554.63
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,bifenthrin+imidacloprid,NILO 300 SC -  [L],26.44,26.44,676.32,682.26
CP Core,Andean,Colombia,Specialty,Avocados (L3),Insecticides,bifenthrin+imidacloprid,NILO 300 SC -  [L],0.22,0.22,5.67,5.72
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Insecticides,bifenthrin+imidacloprid,NILO 300 SC -  [L],10.77,10.77,275.36,277.78
CP Core,Andean,Colombia,Vegetables,Brassicas Oleracea (L3),Insecticides,bifenthrin+imidacloprid,NILO 300 SC -  [L],7.66,7.66,196.04,197.76
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Insecticides,bifenthrin+imidacloprid,NILO 300 SC -  [L],10.75,10.75,274.9,277.31
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Insecticides,bifenthrin+imidacloprid,NILO 300 SC -  [L],10.81,10.81,276.45,278.88
CP Core,Andean,Colombia,Rice,Rice (L2),Insecticides,cypermethrin,NUMETRIN 200 SC -  [L],42.99,42.99,131.95,133.11
CP Core,Andean,Colombia,Specialty,Citrus (L2),Insecticides,spiromesifen,OBERON 240 SC -  [L],6.1,6.1,319.6,322.4
CP Core,Andean,Colombia,Specialty,Avocados (L3),Insecticides,spiromesifen,OBERON SPEED -  [L],1.55,1.55,99.17,100.04
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,chlorothalonil,ODEON 720 SC -  [L],128.96,128.96,486.28,490.55
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,chlorothalonil,ODEON 720 SC -  [L],89.2,89.2,336.34,339.3
CP Core,Andean,Colombia,Vegetables,Dry Legumes / Pulses (L3),Fungicides,chlorothalonil,ODEON 720 SC -  [L],85.98,85.98,324.19,327.03
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Fungicides,chlorothalonil,ODEON 720 SC -  [L],161.21,161.21,607.85,613.19
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,chlorothalonil,ODEON 720 SC -  [L],17.2,17.2,64.84,65.41
CP Core,Andean,Colombia,Rice,Rice (L2),Fungicides,chlorothalonil,OEON 720 SC -  [L],64.48,64.48,243.14,245.28
CP Core,Andean,Colombia,Soybeans,Soybeans (L2),Fungicides,epoxiconazole+pyraclostrobin,OPERA 183 SC -  [L],12.73,12.73,316.46,319.24
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Fungicides,epoxiconazole+pyraclostrobin,OPERA 183 SC -  [L],1.59,1.59,39.56,39.91
CP Core,Andean,Colombia,Specialty,Bananas (L3),Fungicides,epoxiconazole,OPUS 12.5 EC -  [L],41.23,41.23,788.75,795.67
CP Core,Andean,Colombia,Rice,Rice (L2),Fungicides,fluxapyroxad+metconazole+pyraclostrobin,ORQUESTA EC -  [L],21.49,21.49,359.84,363
CP Core,Andean,Colombia,Specialty,Plantain (L3),Insecticides,acephate,ORTHENE 75 SP -  [KG],7.22,7.22,120.86,121.92
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Insecticides,acephate,ORTHENE 75 SP -  [KG],28.89,28.89,483.52,487.77
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Insecticides,acephate,ORTHENE 75 SP -  [KG],0.96,0.96,16.06,16.2
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,Clomazone,OTHER HERBICIDES -  [L],74.7,74.05,950,950
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,mesotrione,OTHER HERBICIDES -  [L],3.66,3.17,150,150
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,diuron,OTHER HERBICIDES -  [L],40.81,40.46,200,200
CP Core,Andean,Colombia,Sugarcane,Sugarcane (L2),Herbicides,Ametryn,OTHER HERBICIDES -  [L],18.05,17.18,100,100
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Insecticides,other insecticides,OTHER INSECTICIDES -  [L],249.24,249.24,918.53,926.6
CP Core,Andean,Colombia,Specialty,Avocados (L3),Fungicides,copper oxychloride,OXICOB 58.8 WP -  [KG],88.62,88.62,284.23,286.72
CP Core,Andean,Colombia,Vegetables,Cucurbits Others (L3),Fungicides,copper oxychloride,OXICOB 58.8 WP -  [KG],4.74,4.74,12.3,12.41
CP Core,Andean,Colombia,Vegetables,Peppers (L3),Fungicides,copper oxychloride,OXICOB 58.8 WP -  [KG],8.5,8.5,22.06,22.26
CP Core,Andean,Colombia,Specialty,Citrus (L2),Herbicides,glyphosate,PANZER 480 SL -  [GLIFOSATO] -  [L],88.62,88.62,415.45,419.1
CP Core,Andean,Colombia,Vegetables,Cucurbits Others (L3),Herbicides,paraquat,PARAQUAT -  [L],16.57,16.57,65.86,66.43
CP Core,Andean,Colombia,Vegetables,Garden Peas (L3),Herbicides,paraquat,PARAQUAT -  [L],5.86,5.86,23.27,23.47
CP Core,Andean,Colombia,Rice,Rice (L2),Insecticides,permethrin,PIRESTAR 380 EC  [PERMETRINA] -  [L],27.94,27.94,391.36,394.79
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Insecticides,permethrin,PIRESTAR 380 EC  [PERMETRINA] -  [L],33.37,33.37,467.42,471.53
CP Core,Andean,Colombia,Specialty,Cotton (L2),Others,mepiquat,PIX 50 SL -  [L],18.87,18.87,300.39,303.02
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,cymoxanil+mancozeb,PRECURAR -  [L],5.9,5.9,25.31,25.53
CP Core,Andean,Colombia,Specialty,Potatoes (L2),Fungicides,propiconazole+tebuconazole,PREDOSTAR -  [L],33.23,33.23,369.85,373.1
CP Core,Andean,Colombia,Vegetables,Cucurbits Others (L3),Fungicides,fosetyl+propamocarb,PREVALOR 84 SL -  [L],3.22,3.22,56.48,56.98
CP Core,Andean,Colombia,Vegetables,Peppers (L3),Fungicides,fosetyl+propamocarb,PREVALOR 84 SL -  [L],0.87,0.87,15.34,15.47
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,fosetyl+propamocarb,PREVALOR 84 SL -  [L],0.79,0.79,13.86,13.98
CP Core,Andean,Colombia,Vegetables,Tomatoes (L3),Fungicides,propamocarb,PREVICUR 700 SL -  [L],18.06,18.06,213.4,215.27
CP Core,Andean,Colombia,Specialty,Plantations Coffee (L2),Insecticides,cyantraniliprole,PREZA [CYANTRANILIPROLE] -  [L],1.11,1.11,52.22,52.68
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Insecticides,cyantraniliprole,PREZA [CYANTRANILIPROLE] -  [L],13.64,13.64,642.99,648.64
CP Core,Andean,Colombia,Specialty,Plantain (L3),Insecticides,profenofos,PROFENOCRON -  [L],52.99,52.99,394.11,397.57
CP Core,Andean,Colombia,Specialty,Other Fruits (L3),Insecticides,profenofos,PROFENOCRON -  [L],64.39,64.39,489.02,493.31
CP Core,Andean,Colombia,Rice,Rice (L2),Herbicides,2 4-D,PROFIAMINA 720 SL -  [L],161.21,161.21,388.92,392.34
CP Core,Andean,Colombia,Vegetables,Alliums (L3),Fungicides,mancozeb,PROFIZEB 80% WP -  [KG],86.32,86.32,278.7,281.15
CP Core,Andean,Colombia,Corn,Corn (L2),Insecticides,deltamethrin+thiacloprid,PROTEUS 110 OD -  [L],11.11,11.11,205.17,206.97
CP Core,Andean,Colombia,Rice,Rice (L2),Insecticides,deltamethrin+thiacloprid,PROTEUS 110 OD -  [L],28.9,28.9,533.79,538.48
